Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,IBM,NOW,NVDA,PLUG,QUBT,RHM.DE,SPY,TSLA,AAPL,AMZN,IBM,NOW,NVDA,PLUG,QUBT,RHM.DE,SPY,TSLA,AAPL,AMZN,IBM,NOW,NVDA,PLUG,QUBT,RHM.DE,SPY,TSLA,AAPL,AMZN,IBM,NOW,NVDA,PLUG,QUBT,RHM.DE,SPY,TSLA,AAPL,AMZN,IBM,NOW,NVDA,PLUG,QUBT,RHM.DE,SPY,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,24.237550735473633,15.425999641418457,98.123046875,67.37999725341797,0.4830114543437958,2.9800000190734863,0.20000000298023224,29.793607711791992,171.0936737060547,14.620667457580566,24.70532029541843,15.737500190734863,98.87989465721171,68.48999786376953,0.4866106706596851,2.9800000190734863,0.20000000298023224,30.28802224767238,172.30132557902704,14.883333206176758,23.79860048379208,15.347999572753906,97.48124637243322,66.2699966430664,0.47533316434163364,2.8499999046325684,0.20000000298023224,29.581715315013025,170.05260326961601,14.21733283996582,24.69423503534699,15.628999710083008,97.66894593669555,67.80999755859375,0.4830114543437958,2.9700000286102295,0.20000000298023224,30.12183219470479,171.88489740445155,14.857999801635742,212818400.0,55664000.0,5779673.0,815825.0,113680000.0,3957700.0,0.0,148471.0,121465900.0,71466000.0
2015-01-05,23.554737091064453,15.10949993133545,96.57913970947266,67.1500015258789,0.47485336661338806,3.009999990463257,0.20000000298023224,28.75076675415039,168.00379943847656,14.005999565124512,24.0867973730431,15.418999671936035,97.6447747010934,68.37000274658203,0.4844512308997415,3.119999885559082,0.20000000298023224,29.97225993590191,170.21086388624565,14.433333396911621,23.368516922627084,15.042499542236328,96.38539052839147,66.43000030517578,0.47269386502633765,2.940000057220459,0.20000000298023224,28.70091195967005,167.6956466272282,13.810667037963867,24.006988246177652,15.350500106811523,97.6447747010934,66.56999969482422,0.48301154410583685,3.069999933242798,0.20000000298023224,29.635727393913818,170.0442951425541,14.303333282470703,257142000.0,55484000.0,5104898.0,800527.0,197952000.0,6713900.0,1.0,269397.0,169632600.0,80527500.0
2015-01-06,23.55695915222168,14.76449966430664,94.49629211425781,66.33000183105469,0.4604564905166626,3.049999952316284,0.20000000298023224,28.82970428466797,166.42138671875,14.085332870483398,23.816338020280458,15.149999618530273,96.8515875987074,67.87000274658203,0.4760529693490393,3.130000114440918,0.20000000298023224,29.149620636710644,168.83666540976597,14.279999732971191,23.19560061965636,14.619000434875488,93.95137080253987,65.1675033569336,0.45997660458104156,2.9200000762939453,0.20000000298023224,28.39761148867192,165.6218389120989,13.61400032043457,23.61903255400942,15.112000465393066,96.67599668869259,67.18000030517578,0.4755730834134183,3.009999990463257,0.20000000298023224,28.7507633097827,168.31196176451428,14.003999710083008,263188400.0,70380000.0,6429448.0,857475.0,197764000.0,5997600.0,0.0,189323.0,209151400.0,93928500.0
2015-01-07,23.887271881103516,14.920999526977539,93.8786849975586,67.08999633789062,0.45925670862197876,3.049999952316284,0.20000000298023224,28.75076675415039,168.49520874023438,14.063332557678223,23.987032432828137,15.064000129699707,95.1804540190184,67.47000122070312,0.46789476888611964,3.0899999141693115,0.20000000298023224,29.373977043646235,168.83668298008934,14.3186674118042,23.654495005248968,14.766500473022461,93.26110186945418,66.0,0.4578170223766901,2.9600000381469727,0.20000000298023224,28.605351653896985,167.30422995861,13.985333442687988,23.765340814442027,14.875,95.1804540190184,66.91000366210938,0.46381566739240015,3.059999942779541,0.20000000298023224,28.92111242145542,167.7539669096419,14.223333358764648,160423600.0,52806000.0,4918083.0,622984.0,321808000.0,3007400.0,0.0,165350.0,125346700.0,44526000.0
2015-01-08,24.805082321166992,15.02299976348877,95.91913604736328,68.88999938964844,0.47653281688690186,3.0799999237060547,0.20000000298023224,29.843463897705078,171.48509216308594,14.041333198547363,24.8627226324375,15.156999588012695,96.2945255529364,69.08000183105469,0.4794121894762137,3.0799999237060547,0.20000000298023224,30.047045036290495,171.70164291560283,14.25333309173584,24.097885309857276,14.805500030517578,94.18142425115674,67.44000244140625,0.46429556919371645,2.9800000190734863,0.20000000298023224,29.054063570575515,169.894346426889,14.000666618347168,24.21538332281689,15.015999794006348,94.59919909258889,67.87000274658203,0.46453552644409135,3.049999952316284,0.20000000298023224,29.116385232945742,169.9109944014076,14.187333106994629,237458000.0,61768000.0,4431693.0,640288.0,283780000.0,3203100.0,300.0,151718.0,147217800.0,51637500.0
2015-01-09,24.831689834594727,14.846500396728516,96.3369140625,67.11000061035156,0.4784524142742157,3.009999990463257,0.20000000298023224,29.415523529052734,170.11090087890625,13.77733325958252,25.106587091638215,15.143500328063965,97.08164357236019,69.27999877929688,0.48205163020039327,3.0799999237060547,0.20000000298023224,30.1384464936859,171.91819754194108,13.998666763305664,24.432644065198065,14.833999633789062,95.21073584490075,66.2300033569336,0.47173392555168125,2.9800000190734863,0.20000000298023224,29.1787037732344,169.49458263607895,13.663999557495117,24.97800548912445,15.074000358581543,95.91913920730475,69.27999877929688,0.4782124856150027,3.049999952316284,0.20000000298023224,29.660651359719484,171.90153685743797,13.928000450134277,214798000.0,51848000.0,4694762.0,1037125.0,209540000.0,2568700.0,0.0,153806.0,158567300.0,70024500.0
2015-01-12,24.21981430053711,14.570500373840332,94.72028350830078,68.19000244140625,0.472453773021698,2.940000057220459,0.20000000298023224,29.14546775817871,168.7783660888672,13.480667114257812,24.96913151622689,14.92549991607666,96.42166893547576,68.44000244140625,0.47989210499692775,3.0399999618530273,0.20000000298023224,29.793605428283513,170.40244644449848,13.631333351135254,24.12005372825121,14.46399974822998,94.30856791037644,66.5,0.46813474247491293,2.9000000953674316,0.20000000298023224,28.64274518459596,168.17038439700082,13.283332824707031,24.962481036924252,14.878000259399414,96.27029551687923,67.12000274658203,0.4796521477317403,2.990000009536743,0.20000000298023224,29.498619612535524,170.2442016748005,13.536666870117188,198603200.0,68428000.0,4380230.0,799564.0,190732000.0,2507200.0,0.0,182499.0,144396100.0,89254500.0
2015-01-13,24.434860229492188,14.737000465393066,94.9443130493164,67.2699966430664,0.4717339277267456,2.9100000858306885,0.20000000298023224,29.498626708984375,168.30357360839844,13.616666793823242,25.006825239793912,15.074999809265137,96.85761554163098,69.44000244140625,0.4856507911582065,2.9800000190734863,0.20000000298023224,29.656505541787418,171.1352794567756,13.840666770935059,24.144444634403246,14.661499977111816,94.2601272030064,66.45999908447266,0.46837469765188877,2.819999933242798,0.20000000298023224,28.833869557955605,166.99598334284468,13.394000053405762,24.703106992143734,14.87399959564209,95.21677361727448,67.80000305175781,0.47605295825427457,2.940000057220459,0.20000000298023224,29.191177120973343,170.00259457574947,13.554667472839355,268367600.0,82728000.0,4578865.0,628353.0,236720000.0,3286200.0,0.0,118383.0,214553300.0,67159500.0
